00308167,2,00100007,1110000
00308168,2,00100008,1200000
00308169,2,00100009,1110000
00308170,2,00100010,1020000
00308171,2,00100011,1200000
00308172,2,00100012,1200000
00308173,2,00100013,1110000
00308174,2,00100014,1200000
00308175,2,00100015,1200000
00308176,2,00100016,1200000
00308177,2,00100017,1110000
00308178,2,00100018,1200000
00308179,2,00100019,1110000
00308180,2,00100020,1110000
00308181,2,00100021,930000
00308182,2,00100022,1020000
00308183,2,00100023,1200000
00308184,2,00100024,1200000
00308185,2,00100025,1200000
00308186,2,00100026,1110000
00308187,2,00100027,1110000
00308188,2,00100028,1020000
00308189,2,00100029,930000
00308190,2,00100030,1110000
00308191,2,00100031,1020000
00308192,2,00100032,1020000
00308193,2,00100033,1110000
00308194,2,00100034,1110000
00308195,2,00100035,930000
00308196,2,00100036,1110000
00308197,2,00100037,1200000
00308198,2,00100038,840000
00308199,2,00100039,1020000
00308200,2,00100040,1020000
00308201,2,00100041,1110000
00308202,2,00100042,1200000
00308203,2,00100043,1200000
00308204,2,00100044,1020000
00308205,2,00100045,1200000
00308206,2,00100046,1200000
00308207,2,00100047,1110000
00308208,2,00100048,1110000
00308209,2,00100049,1200000
00308210,2,00100050,930000
00308211,2,00100051,1200000
00308212,2,00100052,1110000
00308213,2,00100053,1020000
00308214,2,00100054,1200000
00308215,2,00100055,1020000
00308216,2,00100056,930000
00308217,2,00100057,1200000
00308218,2,00100058,840000
00308219,2,00100059,1110000
00308220,2,00100060,1110000
00308221,2,00100061,1110000
00308222,2,00100062,1110000
00308223,2,00100063,1200000
00308224,2,00100064,1020000
00308225,2,00100065,1200000
00308226,2,00100066,1110000
00308227,2,00100067,1200000
00308228,2,00100068,1020000
00308229,2,00100069,1110000
00308230,2,00100070,1020000
00308231,2,00100071,1200000
00308232,2,00100072,1200000
00308233,2,00100073,1110000
00308234,2,00100074,1110000
00308235,2,00100075,1020000
00308236,2,00100076,1020000
00308237,2,00100077,930000
00308238,2,00100078,1200000
00308239,2,00100079,1020000
00308240,2,00100080,1110000
00308241,2,00100001,1200000
00308242,2,00100002,1020000
00308243,2,00100003,1200000
00308244,2,00100004,1110000
00308245,2,00100005,1200000
00308246,2,00100006,1110000
00308247,2,00100007,1110000
00308248,2,00100008,1200000
00308249,2,00100009,1110000
00308250,2,00100010,1200000
00308251,2,00100011,1110000
00308252,2,00100012,1110000
00308253,2,00100013,1110000
00308254,2,00100014,1200000
00308255,2,00100015,1200000
00308256,2,00100016,1200000
00308257,2,00100017,1020000
00308258,2,00100018,1200000
00308259,2,00100019,1110000
00308260,2,00100020,1020000
00308261,2,00100021,1110000
00308262,2,00100022,1020000
00308263,2,00100023,1110000
00308264,2,00100024,1110000
00308265,2,00100025,1200000
00308266,2,00100026,1200000
00308267,2,00100027,1200000
00308268,2,00100028,1200000
00308269,2,00100029,1200000
00308270,2,00100030,1110000
00308271,2,00100031,1200000
00308272,2,00100032,840000
00308273,2,00100033,1110000
00308274,2,00100034,1110000
00308275,2,00100035,1200000
00308276,2,00100036,1200000
00308277,2,00100037,1110000
00308278,2,00100038,1110000
00308279,2,00100039,1200000
00308280,2,00100040,1110000
00308281,2,00100041,1110000
00308282,2,00100042,1200000
00308283,2,00100043,1110000
00308284,2,00100044,1020000
00308285,2,00100045,1110000
00308286,2,00100046,1110000
